index,metric,metric1,metric2,TP,FP,TP_g,FP_g,SSE,TPR,FPR,TPR_g,FPR_g,Time
Proposed.Ada,-0.894(0.143),0.757(0.025),0.941(0.142),13.500(1.051),5.550(4.286),4.700(1.380),11.900(9.055),1.836(0.381),0.900(0.070),0.014(0.011),0.783(0.230),0.040(0.031),4.269(1.145)
