Sample_ID,Area median,Area sd,Area skew,Perimeter median,Perimeter sd,Perimeter skew,Eccentricity median,Eccentricity sd,Eccentricity skew,Solidity median,Solidity sd,Solidity skew,Aspect.Ratio median,Aspect.Ratio sd,Aspect.Ratio skew,Intensity.Mean median,Intensity.Mean sd,Intensity.Mean skew,Intensity.Median median,Intensity.Median sd,Intensity.Median skew,Intensity.SD median,Intensity.SD sd,Intensity.SD skew,Intensity.Max median,Intensity.Max sd,Intensity.Max skew,Intensity.Min median,Intensity.Min sd,Intensity.Min skew,Intensity.Skew median,Intensity.Skew sd,Intensity.Skew skew,Texture.Contrast.Mean median,Texture.Contrast.Mean sd,Texture.Contrast.Mean skew,Texture.Contrast.Median median,Texture.Contrast.Median sd,Texture.Contrast.Median skew,Texture.Contrast.SD median,Texture.Contrast.SD sd,Texture.Contrast.SD skew,Texture.Contrast.Max median,Texture.Contrast.Max sd,Texture.Contrast.Max skew,Texture.Contrast.Min median,Texture.Contrast.Min sd,Texture.Contrast.Min skew,Texture.Homogeneity.Mean median,Texture.Homogeneity.Mean sd,Texture.Homogeneity.Mean skew,Texture.Homogeneity.Median median,Texture.Homogeneity.Median sd,Texture.Homogeneity.Median skew,Texture.Homogeneity.SD median,Texture.Homogeneity.SD sd,Texture.Homogeneity.SD skew,Texture.Homogeneity.Max median,Texture.Homogeneity.Max sd,Texture.Homogeneity.Max skew,Texture.Homogeneity.Min median,Texture.Homogeneity.Min sd,Texture.Homogeneity.Min skew,Texture.Energy.Mean median,Texture.Energy.Mean sd,Texture.Energy.Mean skew,Texture.Energy.Median median,Texture.Energy.Median sd,Texture.Energy.Median skew,Texture.Energy.SD median,Texture.Energy.SD sd,Texture.Energy.SD skew,Texture.Energy.Max median,Texture.Energy.Max sd,Texture.Energy.Max skew,Texture.Energy.Min median,Texture.Energy.Min sd,Texture.Energy.Min skew,Texture.Correlation.Mean median,Texture.Correlation.Mean sd,Texture.Correlation.Mean skew,Texture.Correlation.Median median,Texture.Correlation.Median sd,Texture.Correlation.Median skew,Texture.Correlation.SD median,Texture.Correlation.SD sd,Texture.Correlation.SD skew,Texture.Correlation.Max median,Texture.Correlation.Max sd,Texture.Correlation.Max skew,Texture.Correlation.Min median,Texture.Correlation.Min sd,Texture.Correlation.Min skew,Cell Number
TCGA-93-8067-01A,-0.055113193,-0.223571885,-0.218875558,-0.082856803,-0.178051214,-0.14540433,0.011459923,-0.020710857,-0.016395016,0.043026902,0.008042825,0.018820148,-0.028892398,-0.257237866,-0.317702466,-0.18085429,-0.05529375,0.157711411,-0.1654398,-0.018424071,0.194648036,0.077825242,-0.079608367,-0.156481787,-0.100912202,-0.135577987,0.267639939,-0.199562384,-0.14795602,-0.037029239,0.17647443,-0.003138759,0.061929588,-0.261666301,-0.126368088,0.006506686,-0.265315595,-0.117720129,-0.033285004,-0.258069718,-0.178989347,-0.109245643,-0.251039872,-0.144372523,-0.036830058,-0.273834715,-0.154963767,0.009947019,-0.055037171,-0.055780732,-0.047943768,-0.022683215,-0.051406258,-0.043568682,0.043323092,-0.077906869,-0.186632683,-0.054342721,-0.032375966,-0.065939373,-0.036025671,-0.091045367,-0.108696015,-0.039122078,-0.060536239,-0.081686517,-0.076666494,-0.080263657,-0.066585544,0.023588102,-0.079312778,-0.161333716,-0.031750413,-0.039008799,-0.086064897,-0.115820706,-0.070875455,-0.122322847,-0.189783197,-0.184332852,-0.023185943,-0.167171284,-0.17142064,-0.012837441,-0.10694727,-0.169576962,-0.224189114,-0.130042375,-0.147603455,-0.256842948,-0.094370969,-0.17735563,0.009398199,0.298250753
TCGA-95-7948-01A,-0.209886613,-0.214298965,-0.246177945,-0.091420265,-0.199638841,-0.171812758,-0.087671946,-0.065375626,0.053776028,0.162155789,0.026304258,0.106280834,-0.122723352,-0.26360104,-0.307759855,-0.301139671,-0.173962297,0.132918192,-0.24562536,-0.134712638,0.14215141,-0.081258728,-0.129490248,-0.100065329,-0.348633483,-0.165128979,0.23936791,-0.330920591,-0.196729625,0.111459402,0.11495137,-0.080469351,-0.074706709,-0.264296817,-0.299596574,0.013215727,-0.256812983,-0.285909937,0.006093777,-0.252171945,-0.294440107,-0.116588881,-0.254496458,-0.295690328,-0.02617509,-0.256482771,-0.289490475,0.010231726,-0.05703981,-0.057531549,-0.090708434,-0.074782631,-0.062966445,-0.077308051,0.015812147,-0.104419724,-0.197111109,-0.055776325,-0.073655913,-0.055912648,-0.086968543,-0.068096084,-0.10486155,-0.10897857,-0.044158688,-0.097272172,-0.121399912,-0.023988118,-0.091318332,0.010859109,-0.063429134,-0.197536907,-0.064566924,-0.043670497,-0.046773517,-0.102710946,-0.065014006,-0.112780349,-0.185249312,-0.232107171,-0.057954514,-0.164926809,-0.215300998,-0.042925639,-0.170124775,-0.192269648,-0.27031777,-0.202576732,-0.237268002,-0.213784313,-0.171703426,-0.210337351,-0.030277683,0.271391519
TCGA-97-7937-01A,-0.189649298,-0.215288484,-0.23281035,-0.041698639,-0.165026035,-0.149807556,-0.004021947,-0.025042895,-0.012665291,-0.026198392,0.116114772,0.082253529,-0.045331287,-0.188318354,-0.301433654,-0.396962927,-0.179763714,0.064334887,-0.385044619,-0.204003778,0.116697982,-0.28566205,-0.233830962,-0.020947602,-0.466727666,-0.109268934,0.238354923,-0.216096827,-0.172162255,0.029801467,0.23566086,-0.060533235,-0.041984478,-0.436391109,-0.329191166,-0.020629878,-0.438185058,-0.344928737,-0.030840347,-0.352918941,-0.344823858,-0.098822124,-0.427540308,-0.325010626,-0.070501646,-0.42967205,-0.360623382,-0.069655597,0.066559932,0.029512766,-0.078584219,0.094010194,0.045848233,-0.085631941,0.085302417,-0.026624423,-0.158011575,0.04779713,0.061626565,-0.044642447,0.031147304,0.035418144,-0.079491585,0.008411632,0.058239799,-0.067786048,0.023531251,0.092973774,-0.06469785,0.046798529,0.059620089,-0.176702367,0.036044073,0.077224352,-0.035671349,0.035610778,0.061898288,-0.149722941,-0.110990949,-0.155719725,-0.13926684,-0.111601325,-0.140590438,-0.177105661,-0.012269898,-0.106239254,-0.228476169,-0.071983072,-0.134239354,-0.195660052,-0.093695102,-0.188414007,-0.034588699,0.323044059
TCGA-J2-A4AG-01A,-0.0536527,-0.202535807,-0.213154687,-0.000372543,-0.071646835,-0.142787837,0.008084293,-0.016139826,-0.001075036,-0.121731747,0.069098375,0.168954267,-0.04240983,-0.291981428,-0.193762878,-0.11547296,-0.094760639,0.020299324,-0.094105506,-0.028077616,0.019247614,0.010269069,-0.109099342,-0.001220224,0.070227117,-0.205978186,0.277671568,-0.222045971,-0.171803309,0.005300653,-0.026357959,0.035688619,-0.036263132,-0.122126473,-0.083658364,0.010161397,-0.127078207,-0.099099603,0.011729338,-0.221432684,-0.183666144,-0.09919759,-0.146283595,-0.107240871,-0.036902353,-0.086371194,-0.072849447,-0.014522851,0.150156568,-0.015200508,-0.112948662,0.145910568,-0.020315961,-0.093837052,0.021627104,-0.103105192,-0.183389879,0.168038832,-0.047558728,-0.099551886,0.113620286,0.007343586,-0.162659029,0.098423398,0.039273144,-0.113492503,0.07982121,0.032741461,-0.124878638,0.122873012,-0.129032266,-0.165802781,0.159527549,0.00441506,-0.112265599,0.010069557,0.055491768,-0.097182144,-0.050212553,-0.057762588,-0.113939228,-0.04359451,-0.056722968,-0.153246841,-0.081964325,-0.188822521,-0.271196881,-0.059112509,-0.107725415,-0.220539987,0.013834857,-0.056768365,0.020954287,0.222306382
TCGA-05-4398-01A,-0.272778282,-0.223633756,-0.252808238,-0.146561015,-0.262875429,-0.221826127,-0.013642174,0.003348751,0.009310343,-0.151953599,0.052196206,0.116673964,-0.051136094,-0.270228547,-0.341690431,-0.352861345,-0.220815874,0.03425124,-0.335859898,-0.172540767,0.090032149,-0.036744305,-0.251083197,0.034094778,-0.408553659,-0.096666302,0.273857176,-0.317552227,-0.260993496,0.127514633,0.28980035,-0.064058226,0.083920637,-0.330943186,-0.335259961,-0.07013859,-0.33155867,-0.336631399,-0.064365071,-0.313605147,-0.345223143,-0.129516709,-0.330005084,-0.335500407,-0.097731302,-0.338039256,-0.343671164,-0.046578493,0.067187845,-0.085062276,-0.061316845,0.042155221,-0.076461314,-0.068119171,0.1123158,-0.03727536,-0.148682889,0.091132217,-0.064008534,-0.060474631,0.082207682,-0.070017612,-0.051179112,0.039531191,-0.050792569,-0.095642042,0.056431091,-0.069354235,-0.068916002,0.135191967,-0.039215775,-0.164623828,0.092765007,-0.054592854,-0.061785451,0.043699512,-0.046265377,-0.111874143,-0.259487498,-0.328387819,-0.146305735,-0.255747854,-0.338884251,-0.126126493,-0.190676625,-0.222511854,-0.209029732,-0.31941549,-0.296028515,-0.162436434,-0.120051618,-0.322562983,-0.129011001,0.334771304
TCGA-05-4427-01A,-0.225473108,-0.252630224,-0.198064478,-0.154791146,-0.210567639,-0.14377639,-0.036862862,0.021219279,-0.005921254,-0.036434639,0.080328222,0.112976367,-0.072931352,-0.207768077,-0.311662924,-0.163300497,-0.155402001,0.031487865,-0.171166394,-0.140113938,0.032895823,-0.223580359,-0.151200561,0.026642256,-0.176205434,-0.068398315,0.257713154,-0.165326092,-0.184602701,0.03167838,0.096025654,-0.016980242,0.067688066,-0.179088029,-0.207227018,-0.048615123,-0.176289333,-0.204843313,-0.073193981,-0.183816008,-0.18331042,-0.148767593,-0.180117796,-0.180415125,-0.07121178,-0.173849333,-0.205333856,-0.085380799,0.040843363,-0.075086308,-0.115700439,0.03962702,-0.071196138,-0.076374389,0.108572219,-0.070058994,-0.081841255,0.032367,-0.054519056,-0.096263406,0.022654843,-0.06772023,-0.080482412,0.023405727,-0.07240534,-0.122981567,0.037713769,-0.046549107,-0.09222004,0.09320943,-0.031705475,-0.098193925,0.049090657,-0.041622955,-0.1142306,0.005291706,-0.059916021,-0.10257061,-0.189305234,-0.179056089,-0.066908562,-0.176033951,-0.17627787,-0.05243885,-0.124980839,-0.126269805,-0.136653342,-0.217936403,-0.13568497,-0.140527735,-0.073086721,-0.178174356,-0.018299476,0.420529704
TCGA-44-2655-01A,-0.141440316,-0.179442861,-0.246980767,-0.065273525,-0.178038752,-0.22284152,0.051919113,-0.133349512,0.063375777,-0.067845063,0.093498189,0.148775638,0.011127116,-0.14951143,-0.303932794,0.006894184,-0.076026593,-0.032688858,-0.029670456,-0.012876154,-0.016865878,-0.206274719,-0.039893879,0.041210208,-0.078382986,-0.147824671,0.227896771,-0.084099729,-0.077674888,-0.142940215,-0.037698844,-0.015731565,0.047547337,-0.043907621,-0.094266684,0.056528163,-0.044301881,-0.12887468,-0.007236075,-0.030648461,-0.149332955,-0.139543016,-0.045386234,-0.095449707,-0.068544727,-0.060673026,-0.123647387,0.03792839,0.088894996,-0.039505314,-0.156659072,0.051899851,-0.028134946,-0.168533663,0.119613039,-0.119892941,-0.150654105,0.096026252,-0.127059459,-0.109548733,0.0440726,-0.046465087,-0.163629448,0.089983287,0.090449546,-0.17734296,0.071050912,0.128052823,-0.15989463,0.078864649,-0.021420923,-0.190836834,0.081606442,-0.011666644,-0.091842361,-0.003261547,0.052022616,-0.183370097,-0.168118196,-0.277766264,-0.07699964,-0.16382522,-0.247857385,-0.061186148,-0.080317715,-0.136473592,-0.194127518,-0.10267052,-0.200721,-0.187473946,-0.165335518,-0.203140896,-0.103633141,0.418976103
TCGA-44-3917-01B,-0.157366993,-0.081241739,-0.238794381,-0.114662003,-0.037281473,-0.143795029,0.049064738,-0.040953771,-0.043462077,-0.09207061,0.061380726,0.101458191,0.00530866,-0.253258613,-0.296025503,-0.361316926,-0.121827349,0.015615946,-0.351899027,-0.172874679,0.044699754,-0.17310261,-0.208262043,0.005667543,-0.490347583,-0.106495458,0.24344449,-0.196216415,-0.098214238,-0.013646329,-0.013321433,-0.035389573,-0.01659378,-0.370074139,-0.2556506,-0.092788079,-0.374083354,-0.264768464,-0.099472358,-0.363055599,-0.338500077,-0.137070996,-0.376224441,-0.261741343,-0.1148397,-0.359470929,-0.255193506,-0.087150533,-0.004524828,-0.041431224,-0.04680414,-0.027206205,-0.034220686,-0.054192683,0.058331815,-0.045811064,-0.175720039,0.066989064,-0.024721633,-0.088963913,-0.045206274,-0.012187955,-0.051389491,0.08184348,-0.057133817,-0.061472741,0.070803753,-0.057627292,-0.058019263,0.084072156,-0.018413362,-0.164481317,0.124117951,-0.049088773,-0.097452847,0.026085332,-0.040075493,-0.070600094,-0.151776644,-0.116834034,-0.134586661,-0.151406359,-0.133970747,-0.117375858,-0.041434841,-0.155297624,-0.259868197,-0.123800637,-0.147813816,-0.270130586,-0.142977228,-0.110558544,-0.032723041,0.26930761
TCGA-44-5643-01A,-0.272191259,-0.305385366,-0.285826011,-0.158351842,-0.311928278,-0.232040569,-0.03114311,-0.090637795,-0.064067771,-0.022152886,0.099786752,0.129489182,-0.069649067,-0.277093478,-0.324967875,-0.30605101,-0.124563247,0.072029902,-0.270620899,-0.084985772,0.083778317,0.14454564,-0.188284124,-0.039040423,-0.226243469,-0.043056608,0.26182966,-0.343278238,-0.228059884,0.14530146,0.161761964,-0.072330906,0.075926312,-0.239260922,-0.32848432,-0.020551946,-0.259890627,-0.331177282,-0.022339109,-0.248541874,-0.283933273,-0.104622914,-0.261131141,-0.325183196,-0.037834807,-0.231095428,-0.324031396,-0.039365748,-0.012218661,-0.142604661,-0.085563366,0.00116722,-0.147424545,-0.094578612,0.039104853,-0.101745722,-0.183317057,0.044578989,-0.096256196,-0.022052584,-0.052918675,-0.138345756,-0.11414856,0.044914859,-0.089185954,-0.11995705,0.020172555,-0.09016849,-0.096238361,0.088856045,-0.045151354,-0.167422643,0.09249825,-0.068458719,-0.096387526,-0.021776327,-0.111599889,-0.124829027,-0.22882277,-0.313052846,-0.088129759,-0.202860893,-0.317154333,-0.083838158,-0.203116186,-0.228411932,-0.229648261,-0.282655155,-0.268521353,-0.094833784,-0.134374625,-0.292049957,-0.068288281,0.377872642
TCGA-44-6144-01A,-0.189939781,-0.16753782,-0.18601256,-0.141629142,-0.114245975,-0.148092463,0.025736761,-0.032368105,0.018195647,-0.080204416,0.020828572,0.085033652,-0.011497921,-0.184192613,-0.284759527,-0.126535257,-0.102897138,0.001828782,-0.066207946,-0.089367497,0.033287046,-0.072005628,-0.213749331,0.008523761,-0.20700206,-0.141653848,0.266071406,-0.083460823,-0.193363495,-0.063921482,-0.062521903,-0.020957406,-0.028822342,-0.191842776,-0.221845396,-0.062217216,-0.176843682,-0.216490418,-0.062823815,-0.176770426,-0.2001719,-0.153177592,-0.1794891,-0.215705636,-0.061242673,-0.172877225,-0.210353652,-0.035729806,0.017073142,-0.053868528,-0.050788746,0.011589571,-0.05422499,-0.068408988,0.054621961,-0.05805708,-0.177089676,0.015450067,-0.016211719,-0.070818524,-0.010458927,-0.057219805,-0.066287796,-0.013380985,-0.059859202,-0.085644098,-0.01566368,-0.060491327,-0.081491398,0.06583382,-0.006937164,-0.159020317,0.01527371,-0.008190086,-0.086869236,-0.045812656,-0.052939256,-0.111061609,-0.138068038,-0.131224146,-0.11584972,-0.155293483,-0.132915212,-0.093191519,-0.053579242,-0.098426306,-0.231614473,-0.153326242,-0.1082433,-0.285016714,-0.083283898,-0.104826265,-0.015639897,0.260677041
TCGA-44-6145-01A,-0.16586363,-0.135633468,-0.187746368,-0.115378511,-0.067706683,-0.102186385,0.040204044,-0.007109153,-0.010676928,-0.100500492,0.029614941,0.104258366,-0.001476294,-0.210906148,-0.261104709,-0.251530757,-0.104582947,-0.008798089,-0.200060119,-0.05934535,0.002140612,0.062223104,-0.200563406,-0.057329424,-0.367999708,-0.162274232,0.261231541,-0.287184443,-0.19971544,0.087715292,0.040216617,0.010074716,0.007718711,-0.229802198,-0.232861081,-0.10419792,-0.228466526,-0.232261916,-0.102353688,-0.266714342,-0.243578609,-0.133728014,-0.233558936,-0.235788111,-0.110074271,-0.216479359,-0.23748153,-0.075099844,0.043299212,0.012147007,-0.087759377,0.041675719,0.017436703,-0.071827314,0.052923116,-0.05523235,-0.174392031,0.080201194,-0.02538453,-0.081836579,-0.008488479,0.030815802,-0.107737857,0.046661104,-0.026439217,-0.081969937,0.03508801,-0.007426897,-0.061367638,0.067915706,-0.054095209,-0.161726139,0.080430682,-0.039424414,-0.079505079,0.003407448,-0.030386337,-0.111163687,-0.155809455,-0.165963221,-0.127503735,-0.143061674,-0.162691296,-0.13257382,-0.120800414,-0.122542622,-0.276818344,-0.145836194,-0.136318441,-0.335520387,-0.057270182,-0.146066695,-0.006596093,0.237581922
TCGA-44-7669-01A,-0.224141701,-0.115246277,-0.172917539,-0.208368761,-0.117553134,-0.118236986,-0.008309418,-0.022894955,-0.019130819,-0.094418155,0.028526316,0.09639398,-0.048376325,-0.211980651,-0.259794941,-0.010502119,0.010090281,-0.050333087,-0.061412901,0.023977995,-0.001812512,-0.097439973,-0.097647111,0.066334276,-0.078874195,-0.138582439,0.26415525,0.011296567,-0.081031111,-0.138107073,0.025726093,0.017183646,-0.008961753,-0.017241207,-0.06741451,-0.076212116,-0.01413822,-0.067081729,-0.078368928,-0.037005594,-0.096178828,-0.114405716,-0.02398092,-0.063969487,-0.040751318,-0.03229145,-0.043267336,-0.064223311,-0.075098132,-0.039708607,-0.065896887,-0.0740995,-0.023664547,-0.055604929,0.04751181,-0.061848893,-0.178296736,-0.027596418,-0.040090416,-0.05614314,-0.130171335,-0.042596985,-0.059148729,-0.053178458,-0.047017105,-0.078387824,-0.067111166,-0.033014365,-0.058709373,0.049805249,-0.040108146,-0.179617746,0.01144782,-0.04681564,-0.070633697,-0.109566872,-0.059129652,-0.09586022,-0.144843959,-0.153091564,-0.090123844,-0.135291485,-0.155317579,-0.114444967,0.008537723,-0.134745455,-0.271202658,-0.139234028,-0.125029925,-0.294803922,-0.12887852,-0.135124857,0.0208319,0.147157645
TCGA-44-7670-01A,-0.176703159,-0.26213527,-0.187590907,-0.156383759,-0.159246708,-0.140828908,0.019991626,-0.041303417,-0.022503204,-0.013069112,0.110146988,0.121925147,-0.015637352,-0.19969294,-0.28481717,-0.198016139,-0.0370199,0.025150059,-0.217326002,-0.062311738,0.001910627,-0.15308549,-0.013879868,-0.035444842,-0.297533008,-0.137355966,0.25203304,-0.266401953,0.006015748,0.057784103,0.105045939,-0.026735954,-0.004315268,-0.220668417,-0.199555782,-0.05286249,-0.222863975,-0.176924358,-0.066171726,-0.177603572,-0.162321911,-0.04031948,-0.193060372,-0.13323639,-0.093551338,-0.210342449,-0.193564063,0.036346283,0.097556654,-0.026630555,-0.064348238,0.107696277,-0.046295107,-0.078005936,0.09570315,-0.006742683,-0.11215374,0.085135807,-0.042507884,-0.061489642,0.095083773,-0.030613392,-0.097337124,0.095843206,0.005917793,-0.072454985,0.113552664,0.001166795,-0.078720985,0.100999917,0.036059026,-0.142249804,0.074454911,-0.049720524,-0.061199073,0.063103754,-0.06783719,-0.094603246,-0.158576617,-0.147811978,-0.04223036,-0.168842003,-0.207259264,0.051392883,-0.079466148,-0.128999183,-0.177623526,-0.102937744,-0.154779334,-0.185564068,-0.064341364,-0.164538552,0.012753199,0.44222831
TCGA-50-5051-01A,-0.140394463,-0.254439988,-0.196479496,-0.124187448,-0.157989362,-0.212494806,0.01011527,0.04382112,-0.008496047,-0.027786796,0.02603813,0.138011892,-0.027221056,-0.212486103,-0.306106924,0.000964106,-0.070136029,0.02188123,0.018337261,-0.078159633,0.005446728,-0.161111118,-0.097356967,-0.028412302,0.105602229,-0.111979136,0.232529591,-0.125684201,-0.075572696,0.005308595,-0.000195692,-0.051280194,-0.035713325,0.037327357,-0.085105988,-0.000837809,0.070812543,-0.087676097,0.004694019,-0.038228018,-0.126817045,-0.140772507,0.048478793,-0.1115414,-0.057267611,0.051074569,-0.070586937,0.024215101,0.032801979,-0.090048236,-0.057672652,0.008691777,-0.081229392,0.019267442,0.060911848,-0.003550374,-0.118584735,-0.032272505,-0.043308221,-0.050242137,-0.120754131,-0.042890362,-0.029477611,-0.036773057,-0.036815157,-0.091205586,-0.076358738,-0.063175255,-0.052240385,0.099447334,0.038187964,-0.100145982,-0.045509664,-0.001130074,-0.033595597,-0.074108867,-0.013200678,-0.067634635,-0.095217204,-0.108068652,-0.114908268,-0.134501147,-0.115122662,-0.086919322,0.031260079,-0.07738715,-0.169450054,-0.077911326,-0.090327649,-0.16889046,-0.146058518,-0.146109139,-0.019359388,0.372267574
TCGA-50-5066-01A,-0.320811504,-0.288707532,-0.237998952,-0.277996232,-0.24980848,-0.153578602,-0.068803279,-0.112278469,-0.071052222,-0.068221742,0.02621168,0.233215366,-0.122554372,-0.321627829,-0.174792571,0.014002123,0.101026502,-0.00571569,0.006901391,0.141275797,-0.006627099,0.194988375,0.010609734,-0.026143978,0.098098239,-0.182321069,0.3299175,-0.20279487,-0.041012408,0.035967401,-0.016028546,-0.034893454,-0.019978916,0.033810649,-0.069010979,-0.089400096,0.028480055,-0.0476595,-0.108903525,0.013368439,-0.068932544,-0.185243994,0.026256082,-0.075229501,-0.124632997,0.091470029,-0.056657859,-0.051459618,-0.072977519,-0.119332504,-0.044988138,-0.085190335,-0.125224357,-0.072238349,0.121407849,-0.117892674,-0.254491687,0.019532426,-0.140153148,-0.112860814,-0.166593553,-0.091365655,-0.01353931,-0.017017833,-0.11693186,-0.077228783,-0.059302955,-0.093812109,-0.051058351,0.162141555,-0.060864465,-0.277964069,0.074002884,-0.132736608,-0.09850476,-0.054348919,-0.116314796,-0.014306291,-0.252960527,-0.127650584,0.008394399,-0.27295949,-0.129922835,0.003028611,-0.113327653,-0.286185047,-0.333445152,-0.229373663,-0.12824062,-0.095087242,-0.281693576,-0.190599954,0.073156453,0.041012599
TCGA-50-5068-01A,-0.172964915,-0.192531138,-0.226245226,-0.065867916,-0.13565243,-0.141931752,0.039788517,-0.039781297,0.027335014,-0.019286142,0.04983483,0.119457737,0.002049399,-0.249603998,-0.297432306,-0.155858456,-0.109692175,0.064352558,-0.113632211,-0.079444456,0.056424238,-0.167936361,-0.126898737,0.012549526,-0.231123748,-0.108827054,0.259314325,-0.243400118,-0.163498496,-0.017994579,0.089470736,-0.020059717,0.019079321,-0.203881572,-0.142910978,-0.038701228,-0.213610147,-0.137753395,-0.044717133,-0.183818558,-0.160927054,-0.137183569,-0.200668637,-0.138389218,-0.073664205,-0.207211869,-0.148083539,-0.015068032,0.002171973,-0.012834287,-0.043946387,0.005260462,-0.013802773,-0.046714086,0.064280034,-0.010382737,-0.173528692,0.026668896,-0.038778438,-0.038110561,-0.047529694,-0.029684125,-0.06484533,-0.029382643,-0.013623898,-0.074522403,-0.055078857,-0.014071401,-0.082768229,0.058893701,0.03247337,-0.148422265,-0.004395878,0.006949644,-0.086316353,0.001880329,-0.027753369,-0.108213999,-0.092221271,-0.086936874,-0.096324317,-0.072890164,-0.097935869,-0.083391358,-0.041660194,-0.090977977,-0.237883719,-0.098071675,-0.131318901,-0.199676845,-0.041155263,-0.098629759,-0.00627706,0.294275787
TCGA-50-6590-01A,-0.212752194,-0.27287575,-0.210143982,-0.21658256,-0.23478138,-0.148346953,-0.064640225,-0.045503594,-0.01402205,-0.12272752,0.040151438,0.152921054,-0.109564771,-0.268505038,-0.22064595,-0.180474234,-0.001075984,0.049583372,-0.181463156,0.046656584,0.082248824,0.132554883,-0.075522679,-0.10837183,0.001761701,-0.180193219,0.292930791,-0.268772112,-0.083620288,0.065176809,0.03713299,-0.046685397,0.002952345,-0.027826345,-0.118136212,-0.056893579,-0.025641263,-0.117979429,-0.079953658,-0.150704783,-0.195902621,-0.170181232,-0.055625054,-0.128205226,-0.094792674,0.006779824,-0.126515834,-0.056624878,-0.05249514,-0.145568019,-0.054807411,-0.06528164,-0.152125468,-0.058225197,0.117864753,-0.145617961,-0.225455906,-0.004875439,-0.137565598,-0.070688584,-0.088707434,-0.142381513,-0.050793316,-0.016272014,-0.170960362,-0.074480084,-0.052496717,-0.143157949,-0.061312139,0.138266857,-0.122801392,-0.226153197,0.049436027,-0.141819111,-0.08241569,-0.069580869,-0.173594211,-0.071822997,-0.250476634,-0.259921626,-0.040874684,-0.245586452,-0.25936992,-0.070734945,-0.161115954,-0.241879584,-0.319517569,-0.253593441,-0.219556778,-0.2085807,-0.218563778,-0.249160352,0.051178635,0.206253559
TCGA-50-6592-01A,-0.199895519,-0.208479403,-0.212792304,-0.142210907,-0.16229704,-0.140270646,0.021610192,-0.033941225,0.006414378,-0.138824179,0.085883768,0.094093058,-0.013180419,-0.260189349,-0.271426725,-0.109488377,-0.038193751,0.050139867,-0.091984488,0.022599249,0.036213944,0.028848433,-0.070074273,-0.019074258,-0.086109114,-0.138986417,0.269422587,-0.236527637,-0.105770608,-0.008178971,0.069278258,-0.014753811,-0.002268676,-0.072096146,-0.124889294,-0.064102351,-0.072342129,-0.129082493,-0.064533903,-0.12824619,-0.14566173,-0.118752372,-0.085892669,-0.13032658,-0.070781904,-0.047867078,-0.125376577,-0.052876637,0.012360941,-0.032262766,-0.071897819,0.002743672,-0.022369362,-0.058465938,0.102336725,-0.064796257,-0.181186697,0.056038716,-0.023201826,-0.076683475,-0.024848631,-0.048103853,-0.090893183,0.039838567,-0.032364365,-0.088925416,0.025284061,-0.027081223,-0.072711616,0.121263672,-0.05197882,-0.187219748,0.094295799,-0.025591564,-0.09129321,-0.01854187,-0.059015826,-0.099769776,-0.159210709,-0.145754661,-0.090357566,-0.140049292,-0.147276593,-0.090864368,-0.03387601,-0.134146623,-0.283065379,-0.127599427,-0.125798942,-0.283706595,-0.127711643,-0.136134638,0.015861963,0.261571804
TCGA-55-6978-01A,-0.156459868,-0.237247234,-0.246006958,-0.117242735,-0.233155348,-0.143339515,0.047986136,-0.058767541,-0.041896583,-0.131548143,0.134066104,0.055943241,0.012912243,-0.197450783,-0.327777191,-0.152827281,-0.131825117,-0.11314154,-0.213993898,-0.061247119,-0.10629962,-0.375859315,-0.149546822,0.162730601,-0.243045569,-0.106390731,0.279500205,-0.081636759,-0.192686212,-0.105132953,-0.083674862,0.069909468,0.078969828,-0.242093307,-0.235128835,0.010982077,-0.219327825,-0.237267333,0.006247827,-0.273253333,-0.248598729,-0.111071096,-0.298298742,-0.23399304,-0.114990115,-0.228810856,-0.322510261,-0.074144319,0.116077538,-0.069656919,-0.077933913,0.081120509,-0.058311624,-0.109442739,0.182593761,0.013448663,-0.16450129,0.189279166,-0.048591369,-0.133047119,0.059650924,-0.021708796,-0.03574187,0.124086659,-0.020657223,-0.103034613,0.070591513,-0.018502064,-0.07532892,0.130598831,0.014399974,-0.083731058,0.112413357,0.025217539,-0.128875828,0.080139874,0.026307196,-0.110776091,-0.107130377,-0.278449327,-0.082350249,-0.131356546,-0.221026137,-0.007404624,-0.033283313,-0.154015407,-0.080849103,-0.165419136,-0.196692142,-0.180134853,-0.052747566,-0.194777263,0.00376672,0.463272604
